Price per m2,count
2500.0,21
3000.0,19
3500.0,15
2333.333333333333,14
1666.6666666666667,14
3333.333333333333,14
2000.0,13
2250.0,13
1500.0,13
2083.333333333333,12
2600.0,12
1250.0,11
4333.333333333333,10
5000.0,9
3750.0,9
1875.0,8
2750.0,8
2833.333333333333,7
3125.0,7
2375.0,7
2142.8571428571427,7
1300.0,7
2187.5,7
1333.3333333333333,7
4285.714285714285,7
2916.6666666666665,7
3093.75,6
2200.0,6
3800.0,6
3400.0,6
4230.769230769231,6
1750.0,6
1000.0,6
3266.6666666666665,6
1818.1818181818185,6
1833.3333333333333,6
2362.5,6
4166.666666666667,6
1966.6666666666667,6
2727.2727272727275,6
2625.0,6
4000.0,6
2272.7272727272725,6
1625.0,5
1521.7391304347825,5
2241.3793103448274,5
3888.8888888888887,5
1718.75,5
2666.6666666666665,5
3823.529411764706,5
2818.181818181818,5
2291.6666666666665,5
1437.5,5
2692.3076923076924,5
2125.0,5
1235.2941176470588,5
1923.076923076923,5
2490.0,5
3235.294117647059,5
3437.5,5
2090.909090909091,5
1375.0,5
1400.0,5
1967.1052631578948,5
3461.538461538461,5
2400.0,5
3166.6666666666665,5
3214.285714285714,5
1490.0,5
3409.090909090909,5
1857.142857142857,5
1475.0,5
1805.555555555556,5
1607.142857142857,5
3181.818181818182,5
3100.0,5
4500.0,5
2812.5,5
4090.909090909091,5
2326.6666666666665,4
3285.714285714286,4
2964.285714285714,4
2222.222222222222,4
3397.7272727272725,4
1450.0,4
1964.2857142857144,4
3041.237113402062,4
1687.5,4
2156.86274509804,4
1850.0,4
2520.0,4
1928.571428571429,4
3147.368421052632,4
2133.333333333333,4
2052.6315789473683,4
3180.0,4
3064.0073529411766,4
3454.5454545454545,4
3737.864077669903,4
2800.0,4
3250.0,4
1571.428571428571,4
2794.1176470588234,4
1853.9325842696628,4
2350.0,4
3600.0,4
2737.5,4
1318.6813186813188,4
4382.35294117647,4
1458.3333333333333,4
1575.0,4
2709.6774193548385,4
1200.0,4
1583.3333333333333,4
1924.731182795699,4
2166.6666666666665,4
3833.3333333333335,4
2923.076923076923,4
1315.7894736842106,4
2285.714285714286,4
2096.7741935483878,4
2450.0,4
2642.8571428571427,4
2100.0,4
750.0,4
2458.333333333333,4
4277.777777777777,4
4300.0,4
1125.0,4
2700.0,4
2824.324324324324,4
1842.1052631578948,4
2058.823529411765,4
2368.4210526315787,4
1900.0,4
2045.4545454545453,4
4100.0,4
1843.75,4
3666.6666666666665,4
2300.0,4
500.0,4
2687.5,4
2732.934131736527,4
2937.5,4
2875.0,4
2460.31746031746,3
2908.333333333333,3
1328.358208955224,3
2777.777777777778,3
3705.8823529411766,3
2312.5,3
3326.6666666666665,3
2806.122448979592,3
1956.5217391304348,3
1421.428571428571,3
1916.6666666666667,3
1764.7058823529412,3
2663.934426229508,3
1730.4347826086955,3
1541.0958904109589,3
1734.6938775510205,3
2640.845070422535,3
2546.5116279069766,3
1698.8636363636365,3
4224.598930481284,3
2761.904761904762,3
2846.153846153846,3
3251.851851851852,3
2050.6912442396315,3
2726.027397260274,3
1901.4084507042253,3
4411.764705882353,3
1866.6666666666667,3
2983.333333333333,3
3442.3076923076924,3
3372.093023255814,3
1736.842105263158,3
3733.7662337662337,3
1968.75,3
1365.8536585365853,3
3026.315789473684,3
5625.0,3
5300.884955752213,3
2682.9268292682927,3
2307.692307692308,3
1617.6470588235295,3
2433.333333333333,3
4474.358974358975,3
3495.575221238938,3
2660.0,3
3900.0,3
2461.538461538461,3
3737.5,3
2622.6415094339623,3
3586.6666666666665,3
3071.428571428572,3
3303.5714285714284,3
2158.333333333333,3
1642.857142857143,3
3909.090909090909,3
1350.0,3
1428.571428571429,3
3117.6470588235293,3
2860.0,3
2926.470588235294,3
3357.1428571428573,3
1758.8235294117646,3
1477.2727272727273,3
2393.333333333333,3
2155.1724137931037,3
1941.1764705882356,3
3048.7804878048782,3
2684.6153846153848,3
1544.7154471544716,3
1892.857142857143,3
2565.217391304348,3
2847.619047619048,3
2718.181818181818,3
3390.8045977011493,3
3608.695652173913,3
2192.3076923076924,3
3906.25,3
2437.5,3
2111.1111111111118,3
3093.0232558139537,3
3802.0833333333335,3
3583.333333333333,3
3316.6666666666665,3
3090.909090909091,3
4077.692307692308,3
3080.246913580247,3
2440.828402366864,3
2423.076923076923,3
2862.0689655172414,3
1363.6363636363635,3
3716.216216216216,3
2765.9574468085107,3
2361.842105263158,3
3846.153846153846,3
2720.0,3
1809.090909090909,3
3174.299212598425,3
1464.2857142857142,3
3571.428571428572,3
4200.0,3
3431.372549019608,3
4156.25,3
1383.3333333333333,3
3055.555555555556,3
2647.058823529412,3
2384.6153846153848,3
1562.5,3
1692.3076923076924,3
3444.4444444444443,3
2368.75,3
2062.5,3
3808.510638297872,3
1917.5824175824173,3
3020.2020202020203,3
3780.487804878049,3
1050.0,3
2271.428571428572,3
1771.6535433070867,3
3172.7272727272725,3
2447.852760736196,3
2475.0,3
2906.25,3
1954.248366013072,3
3036.5853658536585,3
2617.6470588235293,3
1829.2682926829268,3
2146.7391304347825,3
2407.4074074074074,3
1796.0,3
2614.035087719298,3
3387.0967741935483,3
1295.6521739130435,3
2146.153846153846,3
2469.879518072289,3
2516.4835164835163,3
1791.6666666666667,3
3363.6363636363635,3
3586.9565217391305,3
4062.5,3
4289.473684210527,3
1885.1351351351352,3
2056.962025316456,3
5674.518201284796,3
4900.0,3
2980.769230769231,3
1384.6153846153843,3
1100.0,3
1083.3333333333333,3
1893.2038834951456,3
1774.1935483870968,3
1166.6666666666667,3
1969.6969696969695,3
1745.0,3
1550.0,3
1394.3661971830986,3
4889.705882352941,3
6402.439024390244,3
2052.9411764705883,3
1800.0,3
2153.846153846154,3
2210.8843537414964,3
1990.0,3
1911.764705882353,3
1600.0,3
1615.3846153846157,3
2076.923076923077,3
1416.6666666666667,3
3375.0,2
2543.103448275862,2
3787.878787878788,2
4113.40206185567,2
2815.217391304348,2
1633.3333333333333,2
1532.258064516129,2
2205.194805194805,2
1789.7435897435898,2
3222.222222222222,2
2838.095238095238,2
2851.648351648352,2
2561.904761904762,2
3076.923076923077,2
4666.666666666667,2
1868.75,2
3321.428571428572,2
1700.854700854701,2
2565.7894736842104,2
2067.66917293233,2
2794.392523364486,2
1636.3636363636365,2
1994.2857142857144,2
2428.5714285714284,2
1523.076923076923,2
3685.714285714286,2
2598.0392156862745,2
1965.5172413793105,2
4016.393442622951,2
3950.0,2
1594.5945945945946,2
1947.368421052632,2
2343.75,2
3331.6666666666665,2
1263.157894736842,2
2882.3529411764707,2
3327.777777777778,2
2212.962962962963,2
2668.5393258426966,2
3473.684210526316,2
3857.142857142857,2
2067.0731707317077,2
2346.153846153846,2
929.6875,2
1759.7765363128492,2
2171.428571428572,2
638.2978723404256,2
2525.3164556962024,2
1728.9719626168223,2
1755.3191489361702,2
1657.3033707865168,2
2714.285714285714,2
2466.6666666666665,2
1005.4347826086956,2
2305.555555555556,2
2487.1794871794878,2
1425.438596491228,2
2075.0,2
2806.25,2
2906.9767441860463,2
1678.3216783216783,2
2037.037037037037,2
2092.5925925925926,2
3873.239436619718,2
1346.1538461538462,2
2838.4615384615386,2
883.3063209076175,2
3170.731707317073,2
2145.1612903225805,2
4985.714285714285,2
2938.8888888888887,2
1272.7272727272727,2
2217.7419354838707,2
1945.6521739130435,2
2712.7659574468084,2
2912.408759124088,2
1992.7536231884055,2
1826.6666666666667,2
3211.1111111111118,2
2837.8384615384616,2
2328.125,2
3602.409638554217,2
1430.167597765363,2
1476.190476190476,2
3615.3846153846152,2
1390.0,2
3563.8297872340427,2
1574.074074074074,2
2386.3636363636365,2
2031.25,2
1697.872340425532,2
1852.7131782945737,2
2704.9180327868853,2
4107.142857142857,2
3262.71186440678,2
4475.0,2
1614.8648648648648,2
2352.9411764705883,2
2205.8823529411766,2
2051.7241379310344,2
1404.7619047619048,2
3661.764705882353,2
3376.344086021505,2
2650.0,2
1654.7619047619048,2
2515.151515151515,2
1138.095238095238,2
652.1739130434783,2
2580.0,2
2716.6666666666665,2
3053.097345132743,2
1537.037037037037,2
2038.4615384615383,2
1832.2981366459628,2
3352.9411764705883,2
2066.6666666666665,2
4866.666666666667,2
3133.333333333333,2
3807.017543859649,2
2446.153846153846,2
3258.928571428572,2
3730.769230769231,2
2597.826086956521,2
2753.846153846154,2
2850.0,2
3467.7419354838707,2
2159.090909090909,2
1727.9411764705883,2
2669.491525423729,2
4206.140350877193,2
3058.252427184466,2
3304.4058744993326,2
2035.7142857142856,2
3520.0,2
2982.4561403508774,2
1491.0179640718563,2
2967.479674796748,2
1480.0,2
2680.0,2
2265.151515151515,2
625.0,2
2905.4054054054054,2
4552.683896620279,2
4576.923076923077,2
4075.268817204301,2
2211.1111111111118,2
3852.459016393442,2
2493.75,2
2074.468085106383,2
1398.4375,2
2390.0,2
2028.4552845528456,2
3510.6382978723404,2
2780.0,2
7254.545454545455,2
1342.5925925925926,2
2661.2903225806454,2
2377.0491803278687,2
2319.767441860465,2
3215.3846153846152,2
2602.2727272727275,2
1604.8387096774193,2
3491.6666666666665,2
3272.7272727272725,2
2919.191919191919,2
2485.714285714286,2
2140.9395973154365,2
2086.41975308642,2
1120.967741935484,2
3555.555555555556,2
1992.0,2
2845.2380952380954,2
2034.8837209302328,2
1923.9766081871344,2
2586.206896551724,2
1354.1666666666667,2
2578.9473684210525,2
1733.3333333333333,2
3472.222222222222,2
3411.764705882353,2
1580.952380952381,2
3301.470588235294,2
2038.8349514563104,2
3126.6666666666665,2
1225.4901960784314,2
3714.285714285714,2
3047.619047619048,2
3934.2105263157896,2
3453.333333333333,2
3421.0526315789475,2
3729.281767955801,2
4247.311827956989,2
3231.7073170731705,2
2175.141242937853,2
3465.909090909091,2
2573.529411764706,2
3332.777777777778,2
2489.626556016597,2
2820.754716981132,2
3840.0,2
1481.4814814814815,2
2770.833333333333,2
1573.6842105263158,2
2606.55737704918,2
1930.6930693069307,2
984.7328244274808,2
1251.0460251046024,2
2987.2611464968154,2
1962.3655913978491,2
1164.7058823529412,2
3489.5104895104896,2
3027.586206896552,2
1047.3684210526317,2
2675.675675675676,2
3440.860215053764,2
3404.255319148936,2
2494.4444444444443,2
1804.3478260869565,2
2445.544554455445,2
1770.8333333333333,2
1830.0653594771245,2
1298.7012987012988,2
1980.0,2
4020.618556701031,2
2608.108108108108,2
3359.550561797753,2
3679.775280898876,2
3445.6521739130435,2
4126.21359223301,2
3649.253731343284,2
4114.583333333333,2
3949.4949494949497,2
3018.292682926829,2
4154.761904761905,2
3392.8571428571427,2
2242.4242424242425,2
900.0,2
4650.0,2
2568.181818181818,2
4211.111111111111,2
4271.428571428572,2
2409.090909090909,2
1183.431952662722,2
1436.4942528735633,2
2150.8379888268155,2
333.3333333333333,2
3484.848484848485,2
3629.032258064516,2
3066.0377358490564,2
1563.7254901960785,2
2674.79674796748,2
1227.2727272727273,2
3268.6567164179105,2
2316.3841807909603,2
2156.25,2
3010.204081632653,2
4187.5,2
3447.368421052632,2
2772.7272727272725,2
3516.4835164835163,2
4234.04255319149,2
3494.6236559139784,2
1538.4615384615386,2
2555.555555555556,2
3863.636363636364,2
2230.769230769231,2
1454.5454545454545,2
4292.1,2
4175.811023622047,2
2868.8524590163934,2
947.6190476190476,2
1929.032258064516,2
400.0,2
2878.048780487805,2
3025.3164556962024,2
1244.0944881889764,2
1460.0,2
2570.5882352941176,2
2100.558659217877,2
2027.932960893855,2
2567.5675675675675,2
1312.1951219512196,2
3108.108108108108,2
416.6666666666667,2
1502.3474178403756,2
1278.409090909091,2
2556.818181818182,2
2877.777777777778,2
2195.121951219512,2
1948.5294117647056,2
3030.612244897959,2
1859.5988538681947,2
1993.3333333333333,2
2007.2992700729928,2
1717.557251908397,2
4237.28813559322,2
493.1129476584022,2
2331.77570093458,2
2726.7080745341614,2
1934.5238095238096,2
2131.782945736434,2
3015.151515151515,2
2658.333333333333,2
4293.103448275862,2
3206.7391304347825,2
1822.033898305085,2
3564.3564356435645,2
1851.851851851852,2
1860.4651162790697,2
3509.6153846153848,2
2135.714285714286,2
3093.2203389830506,2
3830.769230769231,2
2570.754716981132,2
1660.0,2
2129.6296296296296,2
1880.952380952381,2
2593.333333333333,2
3088.495575221239,2
1769.2307692307693,2
1981.8181818181815,2
1812.5,2
1408.3333333333333,2
3469.387755102041,2
2844.155844155844,2
2862.5,2
2342.6573426573427,2
1749.1166077738517,2
2005.988023952096,2
2477.707006369427,2
2637.2549019607845,2
3072.7272727272725,2
2860.576923076923,2
2360.0,2
3132.5301204819275,2
3121.978021978022,2
10697.67441860465,2
1267.605633802817,2
2757.0093457943926,2
623.75,2
1466.6666666666667,2
1060.0,2
340000.0,2
2224.137931034483,2
454.54545454545456,2
1421.0526315789473,2
3757.225433526012,2
3344.155844155844,2
2807.9221556886228,2
1488.2943143812709,2
3033.043478260869,2
3928.571428571429,2
2492.8571428571427,2
2193.333333333333,2
3640.776699029126,2
1728.888888888889,2
2896.7741935483878,2
909.0909090909092,2
4102.564102564103,2
1216.2162162162165,2
1171.875,2
3701.3888888888887,2
2405.2631578947367,2
1145.8333333333333,2
1598.75,2
2470.2380952380954,2
2108.4337349397592,2
687.5,2
2884.057971014493,2
4088.235294117647,2
1596.1538461538462,2
1136.3636363636365,2
1752.7472527472528,2
1845.0,2
2417.47572815534,2
3740.458015267176,2
2450.9803921568628,2
2373.7373737373737,2
3200.0,2
4133.333333333333,2
1727.2727272727273,2
2979.4520547945203,2
3646.3414634146334,2
1545.2380952380952,2
3782.051282051282,2
2418.181818181818,2
2408.333333333333,2
1989.247311827957,2
1940.7894736842104,2
1410.7142857142858,2
3369.230769230769,2
3485.714285714286,2
3133.5748031496064,2
3371.428571428572,2
1586.3636363636365,2
3829.268292682927,2
3007.936507936508,2
2237.313432835821,2
1330.0,2
1541.6666666666667,2
3057.5539568345325,2
1859.504132231405,2
2529.2035398230087,2
1410.3559870550162,2
3063.2411067193675,2
1751.592356687898,2
2049.1803278688526,2
3311.1111111111118,2
1944.4444444444443,2
2280.7017543859647,2
825.0,2
4193.548387096775,2
1130.4347826086955,2
1394.7368421052631,2
2837.837837837838,2
2985.714285714286,2
2590.909090909091,2
3951.6129032258063,2
3613.636363636364,2
1097.560975609756,2
3281.25,2
1414.7727272727273,2
2173.913043478261,2
4175.824175824176,2
3305.084745762712,2
3533.333333333333,2
2248.677248677249,2
3088.8888888888887,2
3038.095238095238,2
1193.3333333333333,2
1432.0,2
1792.7927927927929,2
3880.829015544041,2
3602.941176470588,2
3983.0508474576272,2
4145.1612903225805,2
1725.3521126760563,2
1221.311475409836,2
3052.6315789473683,2
1925.7425742574255,2
2062.0689655172414,2
3675.2136752136753,2
2894.736842105264,2
2403.2258064516127,2
3216.9491525423728,2
3163.4615384615386,2
645.021645021645,2
4126.984126984127,2
1314.2857142857142,2
2802.8169014084506,2
2023.5849056603772,2
2976.190476190476,2
2736.842105263158,2
2216.494845360825,2
2876.470588235294,2
2950.0,2
947.8260869565216,2
4117.64705882353,2
1375.6906077348067,2
3838.4615384615386,2
2790.0552486187844,2
2416.6666666666665,2
3430.232558139535,2
3901.6393442622953,2
3300.0,2
3142.8571428571427,2
1777.7777777777778,2
868.421052631579,2
2698.8636363636365,2
2350.4273504273506,2
3062.5,2
1192.7710843373493,2
3884.297520661157,2
2792.0,2
1295.1807228915663,2
1676.923076923077,2
2026.315789473684,2
2758.620689655173,2
2884.6153846153848,2
2689.189189189189,2
2992.3076923076924,2
2643.312101910828,2
2424.242424242424,2
2363.6363636363635,2
3760.504201680672,2
1445.993031358885,2
2731.958762886598,2
1724.1379310344828,2
2208.333333333333,2
581.6326530612245,2
792.0,2
1384.9765258215962,2
2866.6666666666665,2
1638.888888888889,2
2357.1428571428573,2
1409.4488188976377,2
2975.0,2
1414.2857142857142,2
2443.181818181818,2
4422.222222222223,2
2302.6315789473683,2
3877.777777777778,2
2491.6666666666665,2
4934.426229508197,2
1869.918699186992,2
1173.9130434782608,2
2708.333333333333,2
5172.413793103448,2
2747.524752475248,2
2487.4371859296484,2
1544.1176470588234,2
1285.7142857142858,2
2175.0,2
8185.840707964602,2
6062.5,2
2835.0515463917527,2
2135.135135135135,2
863.6363636363636,2
7074.074074074074,2
4098.9010989010985,2
4218.75,2
880.0,2
3376.068376068376,2
2707.1428571428573,2
1380.952380952381,2
2651.5151515151515,2
2543.8596491228072,2
2768.5185185185187,2
6421.428571428572,2
5568.181818181818,2
1785.7142857142858,2
1694.915254237288,2
925.0,2
2464.788732394366,2
1989.795918367347,2
3969.6969696969695,2
4058.823529411765,2
1602.5641025641023,2
1781.25,2
11142.857142857143,2
1896.551724137931,2
2590.3614457831327,2
685.6540084388186,2
1580.0,2
2340.425531914894,2
3107.1428571428573,2
4571.428571428572,2
1879.4326241134752,2
4181.818181818182,2
6692.913385826771,2
785.7142857142857,2
1552.6315789473683,2
1470.5882352941176,2
884.6153846153846,2
12000.0,2
2138.8888888888887,2
2764.705882352941,2
1566.6666666666667,2
2988.5057471264367,2
1587.5,2
1700.0,2
2734.375,2
2188.3656509695293,2
3120.3007518796994,2
3496.732026143791,2
4714.285714285715,2
2479.1666666666665,2
2814.569536423841,2
2186.813186813187,2
2406.25,2
1342.3076923076924,2
5754.716981132076,2
3322.222222222222,2
2633.333333333333,2
4375.0,2
1730.7692307692307,2
1909.7222222222224,2
2450.7389162561576,2
3270.833333333333,2
689.6551724137931,2
2931.0344827586205,2
2418.9189189189187,2
4049.7737556561087,2
2933.333333333333,2
5983.772819472617,2
4483.146067415731,2
2471.0743801652893,2
2028.301886792453,2
4207.317073170731,2
3207.5471698113206,2
2890.0,2
2095.2380952380954,2
1684.4444444444443,2
2596.153846153846,2
3431.25,2
1556.6037735849056,2
4101.010101010101,1
1113.40206185567,1
2039.2156862745096,1
1850.9615384615383,1
3101.26582278481,1
4278.688524590164,1
1647.3988439306358,1
2235.772357723577,1
1562.2119815668202,1
1306.3063063063064,1
2047.3186119873817,1
3622.047244094488,1
1635.8024691358023,1
4129.411764705882,1
3131.5789473684213,1
1944.8979591836733,1
2556.650246305419,1
4402.985074626866,1
1385.8024691358023,1
1241.6149068322982,1
2879.310344827586,1
4740.740740740741,1
3734.1772151898736,1
1468.421052631579,1
2201.2987012987014,1
3182.624113475177,1
4271.739130434783,1
3611.1111111111113,1
1385.9649122807018,1
4383.333333333333,1
2813.5593220338983,1
3859.6491228070176,1
3505.8823529411766,1
2389.380530973451,1
4327.868852459016,1
4227.272727272727,1
7055.555555555556,1
2575.378787878788,1
4262.295081967213,1
2773.584905660377,1
3969.230769230769,1
1099.4475138121547,1
4206.521739130435,1
2687.074829931973,1
2075.208913649025,1
3080.3571428571427,1
4164.8351648351645,1
2633.928571428572,1
1542.2535211267605,1
4040.40404040404,1
1486.2745098039215,1
2159.7938144329896,1
2098.540145985401,1
3295.454545454545,1
1528.7769784172665,1
1801.2048192771083,1
820.1058201058202,1
3014.0186915887853,1
2178.1609195402298,1
3892.215568862276,1
3085.106382978724,1
1577.6699029126214,1
4253.048780487805,1
4283.333333333333,1
4186.813186813187,1
2680.722891566265,1
6410.714285714285,1
1920.1030927835047,1
3048.4615384615386,1
2527.942857142857,1
2643.243243243244,1
1834.355828220859,1
6649.484536082474,1
2447.6987447698743,1
1972.2222222222224,1
2144.53125,1
3979.79797979798,1
2215.3465346534654,1
2694.4444444444443,1
4885.057471264367,1
4410.714285714285,1
3694.444444444444,1
4131.147540983607,1
4439.56043956044,1
5225.563909774436,1
3588.744588744589,1
584.7076461769116,1
1527.1317829457364,1
3778.3783783783774,1
2049.1071428571427,1
4177.777777777777,1
1276.0416666666667,1
1687.8306878306878,1
3286.5853658536585,1
1179.7752808988764,1
1801.6194331983809,1
4030.612244897959,1
2881.4814814814813,1
1695.2054794520548,1
2173.076923076923,1
1695.6521739130435,1
2697.9166666666665,1
4141.414141414141,1
5532.786885245901,1
3626.6094420600857,1
1683.8235294117646,1
1350.1362397820164,1
4187.150837988826,1
2285.8796296296296,1
2401.785714285714,1
4368.932038834952,1
1807.0,1
2536.458333333333,1
1913.3,1
2325.3424657534247,1
1303.030303030303,1
1710.7142857142858,1
2662.5,1
3180.851063829787,1
3192.7710843373493,1
1518.7713310580205,1
4080.808080808081,1
3902.439024390244,1
4182.795698924731,1
3259.6153846153848,1
3086.41975308642,1
1512.6582278481012,1
1314.1891891891892,1
3562.5,1
1468.5314685314686,1
978.5932721712538,1
4152.542372881356,1
1577.3809523809523,1
1610.2941176470588,1
1679.8418972332015,1
2896.678966789668,1
3870.5882352941176,1
2928.286852589641,1
3652.3929471032743,1
5330.188679245283,1
3308.823529411765,1
4440.860215053764,1
1743.0025445292622,1
4093.75,1
4279.069767441861,1
2244.0944881889764,1
4423.592493297587,1
6323.529411764706,1
1111.6279069767445,1
1515.957446808511,1
856.1643835616438,1
3206.896551724138,1
641.5094339622641,1
4260.869565217391,1
2944.915254237288,1
5760.869565217391,1
4190.0,1
4326.086956521739,1
1775.3623188405795,1
1805.4298642533936,1
3033.7078651685392,1
2440.944881889764,1
7010.869565217391,1
2942.622950819672,1
1887.179487179487,1
2294.736842105264,1
2196.2616822429904,1
2395.555555555556,1
4281.25,1
485.99269183922047,1
3952.941176470588,1
2423.6111111111118,1
2793.44262295082,1
1904.7619047619048,1
4311.827956989248,1
1473.2142857142858,1
2027.4725274725276,1
2688.679245283018,1
1763.4854771784233,1
4960.0,1
5409.836065573771,1
1546.6850828729282,1
3328.5714285714284,1
1047.7453580901856,1
2995.867768595041,1
2914.1104294478528,1
2908.993670886076,1
1182.4324324324325,1
1773.972602739726,1
1804.0201005025128,1
2445.6521739130435,1
2489.1304347826085,1
2067.3076923076924,1
1766.4670658682635,1
1993.939393939394,1
1389.5348837209303,1
1815.2866242038217,1
2950.8716216216217,1
1293.785310734463,1
2471.518918918919,1
3951.841359773371,1
1756.7567567567569,1
4393.939393939394,1
3524.804177545692,1
5608.695652173913,1
2505.050505050505,1
2745.95,1
4748.0,1
2684.0,1
3469.696969696969,1
2048.969072164949,1
1431.7180616740088,1
2534.246575342466,1
3988.235294117647,1
5274.509803921569,1
2414.285714285714,1
1308.724832214765,1
1618.918918918919,1
2430.555555555556,1
1675.78125,1
1978.448275862069,1
4995.454545454545,1
4457.142857142857,1
4429.824561403509,1
2871.212121212121,1
2204.8192771084337,1
4891.304347826087,1
2631.818181818182,1
1365.482233502538,1
2306.122448979592,1
4354.83870967742,1
5383.233532934131,1
5532.407407407408,1
1766.6666666666667,1
879.0697674418604,1
1782.978723404255,1
2671.6417910447763,1
2239.819004524887,1
613.0268199233717,1
2876.9841269841268,1
3521.12676056338,1
4213.483146067416,1
1657.8947368421052,1
3415.841584158416,1
3260.8695652173915,1
4083.3333333333335,1
3148.1481481481483,1
2270.142180094787,1
2741.3793103448274,1
3406.5934065934066,1
2327.8688524590166,1
4761.9047619047615,1
2528.735632183908,1
3420.537897310513,1
2105.8823529411766,1
3155.31914893617,1
2957.627118644068,1
2355.072463768116,1
1234.7560975609756,1
2339.423076923077,1
1885.2459016393443,1
1890.5109489051092,1
2625.018181818182,1
2772.1518987341774,1
2312.775330396476,1
1922.0183486238527,1
1793.3333333333333,1
2408.9219330855017,1
3676.470588235294,1
3426.470588235294,1
3537.5,1
1729.7297297297298,1
1699.604743083004,1
5233.0097087378645,1
1806.5693430656931,1
3148.5148514851485,1
3307.2289156626507,1
1150.0,1
4161.290322580645,1
2955.555555555556,1
1999.492307692308,1
2560.0,1
2883.5978835978835,1
3703.703703703704,1
2639.751552795031,1
2720.779220779221,1
1482.2134387351778,1
2834.7938144329896,1
3396.22641509434,1
1994.4444444444443,1
2232.1428571428573,1
4409.90990990991,1
2231.343283582089,1
2817.368421052632,1
2821.164021164021,1
2699.248120300752,1
2579.7872340425533,1
1008.5836909871244,1
3765.957446808511,1
2968.354430379746,1
2784.736842105264,1
4462.686567164179,1
2557.522123893805,1
3168.613138686132,1
2948.7179487179487,1
2978.1420765027324,1
3099.2700729927005,1
1522.9007633587787,1
3294.5736434108526,1
1530.2325581395348,1
2080.851063829787,1
1536.9127516778524,1
1658.0645161290322,1
2211.895910780669,1
3425.0,1
1746.5437788018432,1
2634.4086021505377,1
1984.2931937172773,1
1810.6060606060605,1
3059.3375796178343,1
809.5238095238095,1
2712.516304347826,1
2320.93023255814,1
2947.493243243244,1
1057.877813504823,1
2393.478947368421,1
2851.239669421488,1
5646.551724137931,1
5500.0,1
2759.5419847328244,1
2941.176470588235,1
2797.709923664122,1
3710.6918238993712,1
3170.802919708029,1
2726.5625,1
1325.301204819277,1
